home_team,away_team,game_date
CHO,WAS,2026-01-24
PHI,NYK,2026-01-24
MIN,GSW,2026-01-24
ORL,CLE,2026-01-24
CHI,BOS,2026-01-24
DAL,LAL,2026-01-24
UTA,MIA,2026-01-24
