home_team,away_team,home_team_prob,odds_1,odds_2,result,game_date,prob_live_safe,prob_used,blocked_by,run_date,created_utc,source,game_key,stage2_candidate_type,params_chosen,params_compareN,params_used,result_raw,home_team_won,settled,pnl_ml_100,accuracy,prob_iso,prob_iso_insample,prob_iso_oos_time,prob_live_oos_proxy,prob_live_safe_pre_clip,prob_base,source_snapshot_date,pred_home_win_proba,closing_home_odds,closing_away_odds,iso_proba_home_win,live_oos_proxy_ready,live_oos_proxy_train_rows,live_oos_proxy_bin_n,live_oos_proxy_bin_winrate,market_implied_p_raw,market_implied_p_devig,model_market_gap,model_market_gap_flag,live_underdog_upscale_guard_triggered,prob_blended,live_shrink_triggered,implied_prob_1,home_win_rate,EV_€_per_100,engine_state,game_day
MIN,SAS,0.5416807642957132,2.6,1.52,0,2026-05-10,0.5906040268456376,0.41796696943281647,PASS,2026-05-10,2026-05-10T18:57:45.670658+00:00,,2026-05-10__MIN__SAS,LIVE_WATCH_ONLY,LOCAL,500.0,"{'home_win_rate_threshold': 0.55, 'odds_min': 1.4, 'odds_max': 3.2, 'prob_threshold': 0.5, 'n_trades': 78, 'win_rate_%': 66.67, 'avg_EV_€_per_100': 32.02, 'profit_€': 2460.0, 'roi_%': 31.54}",0,,False,,,0.5697674418604651,0.5697674418604651,0.5697674418604651,0.5906040268456376,0.5906040268456376,0.5906040268456376,,0.5416807642957132,2.6,1.52,0.5697674418604651,True,447.0,18.0,0.5906040268456376,0.3846153846153846,0.3689320388349514,0.22167198801068622,True,False,0.38280995633259496,True,0.3846153846153846,0.65,8.671412052532279,upcoming_d,2026-05-10
PHI,NYK,0.442726603912224,2.0,1.83,0,2026-05-10,0.5906040268456376,0.5053464272839054,PASS,2026-05-10,2026-05-10T18:57:45.670658+00:00,,2026-05-10__PHI__NYK,LIVE_WATCH_ONLY,LOCAL,500.0,"{'home_win_rate_threshold': 0.55, 'odds_min': 1.4, 'odds_max': 3.2, 'prob_threshold': 0.5, 'n_trades': 78, 'win_rate_%': 66.67, 'avg_EV_€_per_100': 32.02, 'profit_€': 2460.0, 'roi_%': 31.54}",0,,False,,,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.5906040268456376,0.5906040268456376,0.5906040268456376,,0.442726603912224,2.0,1.83,0.4642857142857143,True,447.0,17.0,0.5906040268456376,0.5,0.47780678851174935,0.11279723833388827,False,False,0.5053464272839054,False,0.5,0.55,1.0692854567810883,upcoming_d,2026-05-10
