run_date,setup,today_home_team,today_away_team,today_home_team_prob,today_odds_1,today_odds_2,today_home_win_rate,n,wins,losses,win_rate_%,avg_odds,profit_100_flat,roi_%,avg_home_team_prob,avg_home_win_rate
2026-05-08,general_base_setup,,,,,,,119,72,47,60.5,2.0959,2813.0,23.64,0.6668,0.6723
