home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
BOS,PHI,0.7842661555951806,1.12,6.75,0,2026-04-21,,
SAS,POR,0.7236369096780506,1.15,5.7,0,2026-04-21,,
LAL,HOU,0.6636605773772359,2.6,1.52,0,2026-04-21,,
