home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
CHO,MIA,0.6846977012732491,1.46,2.8,0,2026-03-17,,
ORL,OKC,0.6567418619316415,4.5,1.22,0,2026-03-17,,
WAS,DET,0.432095606894018,11.0,1.06,0,2026-03-17,,
NYK,IND,0.6954451349646423,1.11,7.0,0,2026-03-17,,
MIL,CLE,0.30440782726409205,4.6,1.21,0,2026-03-17,,
MIN,PHX,,,,0,2026-03-17,,
DEN,PHI,0.5452618416939313,1.08,8.5,0,2026-03-17,,
SAC,SAS,0.5150109231011256,7.0,1.11,0,2026-03-17,,
