home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ORL,DET,0.6430863420456859,2.36,1.62,0,2026-05-01,,
TOR,CLE,0.6293326601071558,2.45,1.57,0,2026-05-01,,
HOU,LAL,0.7174920126740585,1.59,2.42,0,2026-05-01,,
