home_team,away_team,home_team_prob,odds_1,odds_2,result,game_date,prob_live_safe,prob_used,blocked_by,run_date,created_utc,source,game_key,stage2_candidate_type,params_chosen,params_compareN,params_used,result_raw,home_team_won,settled,pnl_ml_100,accuracy,prob_iso,prob_iso_insample,prob_iso_oos_time,prob_live_oos_proxy,prob_live_safe_pre_clip,prob_base,source_snapshot_date,pred_home_win_proba,closing_home_odds,closing_away_odds,iso_proba_home_win,live_oos_proxy_ready,live_oos_proxy_train_rows,live_oos_proxy_bin_n,live_oos_proxy_bin_winrate,market_implied_p_raw,market_implied_p_devig,model_market_gap,model_market_gap_flag,live_underdog_upscale_guard_triggered,prob_blended,live_shrink_triggered,implied_prob_1,home_win_rate,EV_€_per_100,engine_state,game_day
CLE,DET,0.4752726450328301,1.56,2.5,0,2026-05-09,0.5910112359550562,0.5975982143602514,PASS,2026-05-09,2026-05-09T16:44:56.144488+00:00,,2026-05-09__CLE__DET,LOW_PRICE_NEGATIVE_EV,LOCAL,500.0,"{'home_win_rate_threshold': 0.55, 'odds_min': 1.4, 'odds_max': 3.2, 'prob_threshold': 0.5, 'n_trades': 77, 'win_rate_%': 66.23, 'avg_EV_€_per_100': 32.04, 'profit_€': 2330.0, 'roi_%': 30.26}",0,,False,,,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.5910112359550562,0.5910112359550562,0.5910112359550562,,0.4752726450328301,1.56,2.5,0.45714285714285713,True,445.0,14.0,0.5910112359550562,0.641025641025641,0.6157635467980296,-0.024752310842973357,False,False,0.5975982143602514,False,0.641025641025641,0.6,-6.774678559800773,upcoming_d,2026-05-09
LAL,OKC,0.2861736995465562,3.95,1.27,0,2026-05-09,0.5910112359550562,0.35,PASS,2026-05-09,2026-05-09T16:44:56.144488+00:00,,2026-05-09__LAL__OKC,LIVE_WATCH_ONLY,LOCAL,500.0,"{'home_win_rate_threshold': 0.55, 'odds_min': 1.4, 'odds_max': 3.2, 'prob_threshold': 0.5, 'n_trades': 77, 'win_rate_%': 66.23, 'avg_EV_€_per_100': 32.04, 'profit_€': 2330.0, 'roi_%': 30.26}",0,,False,,,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.5910112359550562,0.5910112359550562,0.5910112359550562,,0.2861736995465562,3.95,1.27,0.21739130434782608,True,445.0,17.0,0.5910112359550562,0.2531645569620253,0.2432950191570881,0.34771621679796816,True,False,0.24779887537961173,True,0.2531645569620253,0.6,38.25000000000001,upcoming_d,2026-05-09
