date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-11-30,MIN,SAS,0.67,0.8181818181818182,0.75,1.6,1.6,20.000000000000007,0.3333333333333336,0.1,123.07424000000002,24.614848000000013,1.3333333333333333,20.000000000000018
2025-11-30,NYK,TOR,0.91,0.7916666666666666,0.75,1.31,1.31,-1.749999999999996,-0.056451612903225666,0.0,0.0,-0.0,1.3333333333333333,-1.749999999999996
2025-11-30,PHI,ATL,0.5,0.4819277108433735,0.5,1.77,1.77,-11.5,-0.14935064935064934,0.0,0.0,-0.0,2.0,-11.5
2025-11-30,LAL,NOP,0.78,0.8809523809523809,0.75,1.1,1.1,-17.499999999999993,-1.7499999999999978,0.0,0.0,-0.0,1.3333333333333333,-17.499999999999993
2025-11-30,CLE,BOS,0.73,0.5,0.5,1.35,1.35,-32.49999999999999,-0.9285714285714282,0.0,0.0,-0.0,2.0,-32.49999999999999
