home_team,away_team,home_team_prob,odds 1,odds 2,result,date
BOS,DET,0.6590120729345426,1.82,2.02,0,2025-12-15
MIA,TOR,0.6586796776185878,1.44,2.85,0,2025-12-15
UTA,DAL,0.374291817580129,2.0,1.83,0,2025-12-15
DEN,HOU,0.5375182675751498,1.85,1.98,0,2025-12-15
LAC,MEM,0.4378582275852204,1.54,2.54,0,2025-12-15
