home_team,away_team,date,side,prob,odds,stake
MEM,IND,2025-10-25,home-platt,0.8570,1.7400,12.6600
MEM,IND,2025-10-25,home-iso,0.6667,1.7400,4.5622
PHI,CHO,2025-10-25,home-platt,0.8569,1.5100,12.1593
PHI,CHO,2025-10-25,home-iso,1.0000,1.5100,12.6600
