date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-12-21,NYK,MIA,0.82,0.8448275862068966,0.75,1.32,1.32,-0.9999999999999953,-0.03125000000000002,0.0,0.0,-0.0,1.3333333333333333,-0.9999999999999898
2025-12-21,MIN,MIL,0.82,0.75,0.75,1.15,1.15,-13.750000000000007,-0.9166666666666676,0.0,0.0,-0.0,1.3333333333333333,-13.750000000000007
