date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-24,GSW,UTA,0.83,0.75,0.75,1.1,-17.5,-1.75,0.0,0.0,-0.0,0.5,1.1,3.4,0.45,1535.05,1.333,-17.48
2025-11-24,MIA,DAL,0.88,0.731,0.731,1.34,-2.08,-0.061,0.0,0.0,-0.0,0.5,1.1,3.4,0.45,1535.05,1.368,-2.05
2025-11-24,MIL,POR,0.5,0.76,0.75,1.77,32.75,0.425,0.1,153.5,50.27,0.5,1.1,3.4,0.45,1535.05,1.333,32.78
2025-11-24,PHO,HOU,0.8,0.846,0.75,2.9,117.5,0.618,0.1,153.5,180.36,0.5,1.1,3.4,0.45,1535.05,1.333,117.55
2025-11-24,TOR,CLE,0.71,0.76,0.75,1.87,40.25,0.463,0.1,153.5,61.78,0.5,1.1,3.4,0.45,1535.05,1.333,40.29
