home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
CHO,NYK,0.665443567191073,1.83,2.0,0,2026-03-26,,
DET,NOP,0.6702813978247489,1.56,2.5,0,2026-03-26,,
ORL,SAC,0.5833712328101575,1.08,8.5,0,2026-03-26,,
