home_team,away_team,home_team_prob,odds_1,odds_2,result,date,accuracy,result_raw,game_date,pred_home_win_proba,closing_home_odds,closing_away_odds,home_team_won,home_win_rate,game_day,iso_proba_home_win,prob_used,EV_€_per_100,game_key,stake_flat,potential_profit_if_win,fair_odds,edge_pct,EV_€,prob_iso
HOU,OKC,0.7533448946911306,2.42,1.59,0,2026-01-15,,0,2026-01-15,0.7533448946911306,2.42,1.59,,1.0,2026-01-15,0.8,0.8,93.6,2026-01-15_HOU_OKC,100.0,142.0,1.25,93.6,93.6,0.8
