run_date,setup,today_home_team,today_away_team,today_home_team_prob,today_odds_1,today_odds_2,today_home_win_rate,n,wins,losses,win_rate_%,avg_odds,profit_100_flat,roi_%,avg_home_team_prob,avg_home_win_rate
2026-05-07,general_base_setup,,,,,,,50,30,20,60.0,2.0408,979.0,19.58,0.6677,0.669
2026-05-07,per_game_similar_bucket,DET,CLE,0.6994904871583444,1.62,2.36,0.8,8,4,4,50.0,1.7,-112.0,-14.0,0.6672,0.7812
