date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-19,CLE,HOU,0.75,0.857,0.75,2.0,50.0,0.5,0.1,132.86,66.43,0.5,1.1,3.4,0.45,1328.64,1.333,50.04
2025-11-19,PHI,TOR,0.71,0.857,0.75,2.14,60.5,0.531,0.1,132.86,80.38,0.5,1.1,3.4,0.45,1328.64,1.333,60.54
