home_team,away_team,home_team_prob,result,odds 1,odds 2,date
BOS,LAC,0.5771803993694385,0,1.46,2.8,2025-11-16
WAS,BRK,0.40141863342204165,0,1.68,2.24,2025-11-16
PHO,ATL,0.5646555895219751,0,1.95,1.87,2025-11-16
UTA,CHI,0.23783779533406013,0,2.6,1.52,2025-11-16
SAS,SAC,0.6213720536535825,0,1.29,3.75,2025-11-16
NOP,GSW,0.6135061561664964,0,4.8,1.2,2025-11-16
HOU,ORL,0.5989545677714929,0,1.32,3.5,2025-11-16
DAL,POR,0.4049813473938157,0,2.4,1.6,2025-11-16
