home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
DET,ORL,0.6837526245953489,1.25,4.1,0,2026-04-29,,
CLE,TOR,0.633397711534961,1.25,4.1,0,2026-04-29,,
LAL,HOU,0.49356402589507176,1.54,2.54,0,2026-04-29,,
