date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-21,BOS,BRK,0.57,0.833,0.75,1.1,-17.5,-1.75,0.0,0.0,-0.0,0.5,1.1,3.4,0.45,1196.28,1.333,-17.48
2025-11-21,CLE,IND,0.67,0.769,0.75,1.1,-17.5,-1.75,0.0,0.0,-0.0,0.5,1.1,3.4,0.45,1196.28,1.333,-17.48
2025-11-21,HOU,DEN,0.83,0.846,0.75,1.74,30.5,0.412,0.1,119.63,36.49,0.5,1.1,3.4,0.45,1196.28,1.333,30.53
2025-11-21,PHO,MIN,0.75,0.741,0.741,2.54,88.15,0.572,0.1,119.63,105.45,0.5,1.1,3.4,0.45,1196.28,1.35,88.15
2025-11-21,TOR,WAS,0.6,1.0,0.75,1.11,-16.75,-1.523,0.0,0.0,-0.0,0.5,1.1,3.4,0.45,1196.28,1.333,-16.73
