home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
CHO,IND,0.6649970454233736,1.07,9.0,0,2026-04-03,,
PHI,MIN,0.5806754089253626,1.74,2.14,0,2026-04-03,,
BRK,ATL,0.28763919188310033,10.5,1.06,0,2026-04-03,,
NYK,CHI,0.6466289597044065,1.07,9.0,0,2026-04-03,,
HOU,UTA,0.7064756622080821,1.06,11.0,0,2026-04-03,,
MEM,TOR,0.3136704460521064,7.5,1.1,0,2026-04-03,,
MIL,BOS,0.2780868380957767,11.0,1.06,0,2026-04-03,,
DAL,ORL,0.37661761005608924,3.2,1.37,0,2026-04-03,,
SAC,NOP,0.29734213050019276,2.8,1.46,0,2026-04-03,,
