home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ORL,CLE,0.6348601292402564,2.4,1.6,0,2026-03-11,,
NOP,TOR,0.683777868831315,2.1,1.77,0,2026-03-11,,
UTA,NYK,0.4469367464277928,7.5,1.1,0,2026-03-11,,
DEN,HOU,0.5107250397275606,1.4,3.05,0,2026-03-11,,
SAC,CHO,0.48107777723436657,6.25,1.13,0,2026-03-11,,
LAC,MIN,0.7115126297039801,1.77,2.1,0,2026-03-11,,
