home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
MIA,PHI,0.25720443138127264,2.1,1.77,0,2026-03-30,,
ATL,BOS,0.6432560942855671,1.82,2.02,0,2026-03-30,,
MEM,PHX,,,,0,2026-03-30,,
SAS,CHI,0.6567353128272243,1.06,11.0,0,2026-03-30,,
DAL,MIN,0.5096979921989048,3.2,1.37,0,2026-03-30,,
UTA,CLE,0.27036825560588135,10.5,1.06,0,2026-03-30,,
OKC,DET,0.7165283322481518,1.14,6.0,0,2026-03-30,,
LAL,WAS,0.8114669440667158,1.07,9.0,0,2026-03-30,,
