date,home_team,away_team,home_team_prob,prob_iso,prob_iso_oos_time,prob_live_oos_proxy_raw,prob_live_oos_proxy,live_oos_proxy_bin_id,live_oos_proxy_bin_n,live_oos_proxy_bin_winrate,live_oos_proxy_blend_input,live_oos_proxy_blend_alpha,prob_live_blend_p,prob_used,odds_1,odds_2,market_implied_p_raw,market_implied_p_devig,model_market_gap,model_market_gap_flag,live_underdog_upscale_guard_triggered,live_shrink_triggered,live_shrink_alpha,live_oos_proxy_ready,live_oos_proxy_used,live_oos_proxy_source_col_used,live_oos_proxy_fallback_used,live_oos_proxy_fallback_reason,blocked_by,reason_chain
2026-05-22,SAS,OKC,0.7121002721478685,0.7777777777777778,,0.5014076201030195,0.7639592698940398,22,50,0.5014076201030195,0.7777777777777778,0.95,0.5452861353188343,0.5430218285528926,1.8,2.05,0.5555555555555556,0.5324675324675325,0.2314917374265073,True,False,True,0.95,True,True,prob_iso_oos_time,False,,,proxy|gap_flag|small_bin_mild_shrink|shrink
