home_team,away_team,home_team_prob,odds 1,odds 2,result,date
BOS,DAL,0.7058595025199461,1.1,7.75,0,2026-03-06
CHO,MIA,0.6686438621091262,1.34,3.4,0,2026-03-06
HOU,POR,0.6405194159452126,1.43,2.9,0,2026-03-06
DEN,NYK,0.6674362484640101,2.05,1.8,0,2026-03-06
PHX,NOP,,,,0,2026-03-06
SAS,LAC,0.6271902029347252,1.34,3.35,0,2026-03-06
LAL,IND,0.6744962846741583,1.22,4.5,0,2026-03-06
