home_team,away_team,home_team_prob,odds 1,odds 2,result,date
IND,SAC,0.48084810811779155,1.56,2.5,0,2025-12-08
MIN,PHX,,,,0,2025-12-08
NOP,SAS,0.4661252294819125,4.4,1.23,0,2025-12-08
