home_team,away_team,home_team_prob,result,odds 1,odds 2,date
CHI,WAS,0.4566434500646272,0,1.14,6.0,2025-11-22
CHO,LAC,0.4927390853047853,0,1.95,1.87,2025-11-22
DAL,MEM,0.469135888024747,0,1.87,1.95,2025-11-22
DEN,SAC,0.5086316688587871,0,1.18,5.1,2025-11-22
MIL,DET,0.469135888024747,0,3.8,1.28,2025-11-22
NOP,ATL,0.43022737723532156,0,4.1,1.25,2025-11-22
ORL,NYK,0.4849950554307344,0,1.87,1.95,2025-11-22
