home_team,away_team,home_team_prob,result,odds 1,odds 2,date
IND,TOR,0.2608736753875353,0,3.35,1.34,2025-11-15
CLE,MEM,0.5085304807631273,0,1.18,5.1,2025-11-15
MIL,LAL,0.4341852495497817,0,2.0,1.83,2025-11-15
CHO,OKC,0.18552600541395797,0,9.5,1.07,2025-11-15
MIN,DEN,0.41442766307938345,0,1.74,2.14,2025-11-15
