home_team,away_team,home_team_prob,result,odds 1,odds 2,date
MIL,PHI,0.4740773911269513,0,2.14,1.74,2025-11-20
SAS,ATL,0.4740773911269513,0,1.93,1.89,2025-11-20
MEM,SAC,0.4740773911269513,0,1.68,2.24,2025-11-20
ORL,LAC,0.49085474651000194,0,1.46,2.8,2025-11-20
