home_team,away_team,home_team_prob,odds 1,odds 2,result,date
CLE,BOS,0.608291023415958,1.89,1.93,0,2026-03-08
LAL,NYK,0.6449702856891587,2.3,1.65,0,2026-03-08
MIA,DET,0.7159183012106347,2.1,1.77,0,2026-03-08
TOR,DAL,0.6645169819308951,1.23,4.4,0,2026-03-08
NOP,WAS,0.6415081392685195,1.23,4.4,0,2026-03-08
MIL,ORL,0.4012026714803905,2.36,1.62,0,2026-03-08
SAS,HOU,0.6895705300812441,1.46,2.8,0,2026-03-08
POR,IND,0.42516613105357326,1.25,4.1,0,2026-03-08
SAC,CHI,0.3127272246809758,2.14,1.74,0,2026-03-08
PHX,CHO,,,,0,2026-03-08
