date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2026-01-17,DEN,WAS,0.75,0.646,0.646,1.15,-25.71,-1.714,0.0,0.0,-0.0,0.5,1.1,3.4,0.5,1086.63,1.548,-25.71
2026-01-17,DET,IND,0.8,0.646,0.646,1.14,-26.35,-1.882,0.0,0.0,-0.0,0.5,1.1,3.4,0.5,1086.63,1.548,-26.36
2026-01-17,SAS,MIN,0.62,0.646,0.646,1.42,-8.27,-0.197,0.0,0.0,-0.0,0.5,1.1,3.4,0.5,1086.63,1.548,-8.27
