home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ATL,ORL,0.7059583501906697,1.65,2.3,0,2026-03-16,,
WAS,GSW,0.44264669160072884,3.5,1.32,0,2026-03-16,,
BOS,PHX,,,,0,2026-03-16,,
BRK,POR,0.3894992506368768,4.6,1.21,0,2026-03-16,,
CHI,MEM,0.49884144998600377,1.36,3.25,0,2026-03-16,,
NOP,DAL,0.5480428549436696,1.28,3.8,0,2026-03-16,,
HOU,LAL,0.43192578399403336,1.74,2.14,0,2026-03-16,,
LAC,SAS,0.6357187669781792,3.7,1.29,0,2026-03-16,,
