date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-12-05,ORL,MIA,0.7,0.782608695652174,0.75,1.46,1.46,9.499999999999996,0.20652173913043473,0.1,103.16205000000001,9.800394749999999,1.3333333333333333,9.499999999999996
2025-12-05,TOR,CHO,0.8,0.782608695652174,0.75,1.34,1.34,0.500000000000006,0.014705882352941513,0.0,0.0,0.0379272242647072,1.3333333333333333,0.5000000000000115
2025-12-05,MIL,PHI,0.5,0.46739130434782594,0.5,1.93,1.93,-3.500000000000003,-0.037634408602150574,0.0,0.0,-0.0,2.0,-3.500000000000003
2025-12-05,OKC,DAL,1.0,0.8958333333333334,0.75,1.1,1.1,-17.499999999999993,-1.7499999999999978,0.0,0.0,-0.0,1.3333333333333333,-17.499999999999993
2025-12-05,CLE,SAS,0.58,0.46739130434782594,0.5,1.6,1.6,-19.999999999999996,-0.3333333333333332,0.0,0.0,-0.0,2.0,-19.999999999999996
2025-12-05,DET,POR,0.82,0.6,0.6,1.33,1.33,-20.2,-0.6121212121212118,0.0,0.0,-0.0,1.6666666666666667,-20.199999999999996
2025-12-05,CHI,IND,0.62,0.46739130434782594,0.5,1.51,1.51,-24.5,-0.48039215686274506,0.0,0.0,-0.0,2.0,-24.5
2025-12-05,BOS,LAL,0.7,0.46739130434782594,0.5,1.32,1.32,-34.0,-1.0624999999999998,0.0,0.0,-0.0,2.0,-34.0
