run_date,setup,today_home_team,today_away_team,today_home_team_prob,today_odds_1,today_odds_2,today_home_win_rate,n,wins,losses,win_rate_%,avg_odds,profit_100_flat,roi_%,avg_home_team_prob,avg_home_win_rate
2026-05-27,general_setup,,,,,,,125,72,53,57.599999999999994,2.19584,2407.0,19.256,0.663060576649664,0.7044
2026-05-27,per_game_similar_bucket,DEN,SAS,0.7090014962733135,2.1,1.77,0.65,22,15,7,68.18181818181817,2.085,934.0,42.45454545454545,0.6870774590655174,0.6518181818181819
2026-05-27,per_game_similar_bucket,PHI,ORL,0.6307808691553561,1.85,1.98,0.65,33,20,13,60.60606060606061,1.8203030303030303,287.0,8.696969696969697,0.63886015176469,0.6612121212121213
2026-05-27,per_game_similar_bucket,SAS,OKC,0.6964650151190225,1.62,2.36,0.75,23,14,9,60.86956521739131,1.7347826086956522,131.0,5.695652173913044,0.6860545224059484,0.7408695652173912
