date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2026-01-16,HOU,MIN,0.86,0.643,0.643,1.56,0.29,0.005,0.0,0.0,0.01,0.5,1.1,3.4,0.5,1112.3,1.556,0.26
2026-01-16,PHI,CLE,0.56,0.615,0.615,1.7,4.62,0.066,0.023,25.67,1.18,0.5,1.1,3.4,0.5,1112.3,1.625,4.62
