date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-17,CLE,MIL,0.71,0.724,0.724,1.34,-2.97,-0.087,0.0,0.0,-0.0,0.55,1.1,3.4,0.4,1107.67,1.381,-2.97
2025-11-17,DEN,CHI,1.0,0.883,0.75,1.12,-16.0,-1.333,0.0,0.0,-0.0,0.55,1.1,3.4,0.4,1107.67,1.333,-15.98
2025-11-17,DET,IND,0.88,0.87,0.75,1.18,-11.5,-0.639,0.0,0.0,-0.0,0.55,1.1,3.4,0.4,1107.67,1.333,-11.48
2025-11-17,PHI,LAC,0.67,0.714,0.714,1.49,6.43,0.131,0.066,72.66,4.67,0.55,1.1,3.4,0.4,1107.67,1.4,6.43
