home_team,away_team,home_team_prob,result,odds 1,odds 2,date
IND,GSW,0.32342046527354235,0,4.7,1.21,2025-11-01
BOS,HOU,0.4964733563446006,0,2.8,1.46,2025-11-01
DET,DAL,0.6236419258012766,0,1.33,3.45,2025-11-01
MIL,SAC,0.6731434089397459,0,1.44,2.85,2025-11-01
WAS,ORL,0.29174075573608166,0,3.85,1.28,2025-11-01
CHO,MIN,0.5261108275156425,0,2.8,1.46,2025-11-01
