home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
OKC,MIN,0.6323259948509331,1.28,3.85,0,2026-03-15,,
CLE,DAL,0.699875907840023,1.07,9.0,0,2026-03-15,,
MIL,IND,0.32635267445807153,1.39,3.1,0,2026-03-15,,
TOR,DET,0.40618418548203394,2.45,1.57,0,2026-03-15,,
PHI,POR,0.3696815013315257,3.7,1.29,0,2026-03-15,,
NYK,GSW,0.7181561484162591,1.11,7.25,0,2026-03-15,,
SAC,UTA,0.4797133278231607,1.65,2.3,0,2026-03-15,,
