home_team,away_team,home_team_prob,result,odds 1,odds 2,date
ATL,BOS,0.46678974890385316,0,2.36,1.62,2026-01-17
DAL,UTA,0.5304086692478349,0,1.62,2.36,2026-01-17
DEN,WAS,0.5872593825836531,0,1.15,5.7,2026-01-17
DET,IND,0.648827810767519,0,1.14,6.0,2026-01-17
GSW,CHO,0.5435084508772369,0,1.36,3.25,2026-01-17
MIA,OKC,0.4364626215918478,0,4.4,1.23,2026-01-17
NYK,PHO,0.4062728124093717,0,1.59,2.42,2026-01-17
POR,LAL,0.5110063240666811,0,1.65,2.3,2026-01-17
SAS,MIN,0.5933550970210403,0,1.42,2.95,2026-01-17
