home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
CLE,DET,0.5993057861280123,1.6,2.4,0,2026-05-11,,
LAL,OKC,0.3559882562539441,5.25,1.17,0,2026-05-11,,
