home_team,away_team,home_team_prob,result,odds 1,odds 2,date
DEN,SAC,0.528839347546829,0,1.17,5.4,2025-11-03
LAC,MIA,0.5054968449598912,0,1.31,3.6,2025-11-03
POR,LAL,0.5710257731822785,0,1.7,2.2,2025-11-03
BOS,UTA,0.6556638783425852,0,1.21,4.6,2025-11-03
HOU,DAL,0.5963348763770202,0,1.14,6.0,2025-11-03
IND,MIL,0.21789236303863083,0,2.85,1.44,2025-11-03
MEM,DET,0.3672584932857332,0,2.6,1.52,2025-11-03
NYK,WAS,0.563193910229384,0,1.15,5.7,2025-11-03
BRK,MIN,0.3630892806336811,0,3.95,1.27,2025-11-03
