home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ORL,CHO,0.5601159964064492,2.45,1.57,0,2026-04-17,,
PHX,GSW,,,,0,2026-04-17,,
