date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-12-12,GSW,MIN,0.57,0.7777777777777778,0.75,1.8,1.8,35.00000000000001,0.4375000000000001,0.1,103.16205000000001,36.10671750000001,1.3333333333333333,35.00000000000001
2025-12-12,DET,ATL,0.91,0.7142857142857143,0.7142857142857143,1.34,1.34,-4.2857142857142785,-0.12605042016806708,0.0,0.0,-0.0,1.4,-4.2857142857142705
