home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ORL,PHX,,,,0,2026-03-31,,
BRK,CHO,0.4619409925335151,11.0,1.06,0,2026-03-31,,
DET,TOR,0.5835788693776119,1.7,2.2,0,2026-03-31,,
HOU,NYK,0.6554620368879736,1.93,1.89,0,2026-03-31,,
MIL,DAL,0.3282589045914459,1.95,1.87,0,2026-03-31,,
LAL,CLE,0.6054490525241478,1.77,2.1,0,2026-03-31,,
LAC,POR,0.5434864376135944,1.44,2.85,0,2026-03-31,,
