home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
CHO,SAC,0.6597974913169541,1.06,10.5,0,2026-03-24,,
NYK,NOP,0.7530367680601201,1.28,3.85,0,2026-03-24,,
CLE,ORL,0.6271888988102945,1.21,4.6,0,2026-03-24,,
PHX,DEN,,,,0,2026-03-24,,
