date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-20,ORL,LAC,0.62,0.732,0.732,1.46,6.89,0.15,0.075,79.64,5.49,0.5,1.1,3.4,0.45,1062.92,1.366,6.88
2025-11-20,SAS,ATL,0.78,0.732,0.732,1.91,39.84,0.438,0.1,106.29,42.35,0.5,1.1,3.4,0.45,1062.92,1.366,39.82
