home_team,away_team,home_team_prob,odds 1,odds 2,result,date
MIA,MIN,0.7101911923930646,2.24,1.68,0,2026-01-03
NYK,PHI,0.4719897440103372,1.65,2.3,0,2026-01-03
TOR,ATL,0.5400093982405604,1.62,2.36,0,2026-01-03
CHI,CHO,0.48834122404029867,1.8,2.05,0,2026-01-03
SAS,POR,0.636933536411885,1.28,3.85,0,2026-01-03
DAL,HOU,0.3756658760425438,3.7,1.29,0,2026-01-03
GSW,UTA,0.6468702043286921,1.16,5.55,0,2026-01-03
LAC,BOS,0.66726534246164,1.85,1.98,0,2026-01-03
