home_team,away_team,home_team_prob,result,odds 1,odds 2,date
PHI,TOR,0.2778114833221411,0,2.05,1.8,2025-11-19
MIN,WAS,0.47682451052312624,0,1.07,9.0,2025-11-19
DAL,NYK,0.3772850808740209,0,3.4,1.34,2025-11-19
IND,CHO,0.525790962237043,0,2.05,1.8,2025-11-19
CLE,HOU,0.24647440880198845,0,2.0,1.83,2025-11-19
NOP,DEN,0.41119176350891024,0,7.25,1.11,2025-11-19
OKC,SAC,0.5644565418253874,0,1.06,11.0,2025-11-19
MIA,GSW,0.49404192084624315,0,1.31,3.6,2025-11-19
POR,CHI,0.5617092951389681,0,2.2,1.7,2025-11-19
