home_team,away_team,home_team_prob,result,odds 1,odds 2,date
UTA,ATL,0.3715288498082618,0,2.14,1.74,2025-11-13
CLE,TOR,0.3790216743428967,0,1.35,3.3,2025-11-13
PHO,IND,0.6756720558261798,0,1.54,2.54,2025-11-13
