date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,param_home_win_rate_threshold,param_odds_min,param_odds_max,param_prob_threshold,bankroll_at_bettime,fair_odds,edge_pct
2025-11-16,HOU,ORL,0.8,1.0,0.75,1.32,-1.0,-0.031,0.0,0.0,-0.0,0.55,1.1,3.4,0.4,1230.74,1.333,-0.98
2025-11-16,PHO,ATL,0.86,0.731,0.731,1.95,42.5,0.447,0.1,123.07,52.3,0.55,1.1,3.4,0.4,1230.74,1.368,42.54
2025-11-16,SAS,SAC,0.71,0.731,0.731,1.29,-5.73,-0.198,0.0,0.0,-0.0,0.55,1.1,3.4,0.4,1230.74,1.368,-5.7
