home_team,away_team,home_team_prob,odds_1,odds_2,result,date,accuracy,result_raw,game_date,pred_home_win_proba,closing_home_odds,closing_away_odds,home_team_won,home_win_rate,game_day,iso_proba_home_win,prob_used,EV_€_per_100,game_key,stake_flat,potential_profit_if_win,fair_odds,edge_pct,EV_€,prob_iso
MIA,MIN,0.7101911923930646,2.24,1.68,0,2026-01-03,,0,2026-01-03,0.7101911923930646,2.24,1.68,,0.6,2026-01-03,0.8153846153846154,0.8,79.20000000000003,2026-01-03_MIA_MIN,100.0,124.0,1.25,79.2,79.2,0.8153846153846154
LAC,BOS,0.66726534246164,1.85,1.98,0,2026-01-03,,0,2026-01-03,0.66726534246164,1.85,1.98,,0.62,2026-01-03,0.72,0.72,33.199999999999996,2026-01-03_LAC_BOS,100.0,85.0,1.389,33.19,33.2,0.72
