run_date,setup,today_home_team,today_away_team,today_home_team_prob,today_odds_1,today_odds_2,today_home_win_rate,n,wins,losses,win_rate_%,avg_odds,profit_100_flat,roi_%,avg_home_team_prob,avg_home_win_rate
2026-05-05,general_base_setup,,,,,,,49,29,20,59.18,2.0482,911.0,18.59,0.6676,0.6663
2026-05-05,per_game_similar_bucket,DET,CLE,0.6734597224342478,1.68,2.24,0.8,10,5,5,50.0,1.725,-112.0,-11.2,0.6585,0.775
