home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
PHI,NYK,0.442726603912224,2.0,1.83,0,2026-05-10,,
MIN,SAS,0.5416807642957132,2.6,1.52,0,2026-05-10,,
