home_team,away_team,home_team_prob,result,odds 1,odds 2,date
NYK,BRK,0.6900596121901755,0,1.08,8.5,2025-11-09
MIL,HOU,0.56479394305145,0,2.45,1.57,2025-11-09
SAC,MIN,0.459418803959721,0,2.8,1.46,2025-11-09
MEM,OKC,0.44320593810344533,0,4.9,1.19,2025-11-09
ORL,BOS,0.27021594994987036,0,1.62,2.36,2025-11-09
GSW,IND,0.7997175183162294,0,1.16,5.55,2025-11-09
PHI,DET,0.5480474757931082,0,2.5,1.56,2025-11-09
