home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
PHI,NYK,0.48220085814607966,1.82,2.02,0,2026-05-08,,
MIN,SAS,0.4318640639020063,2.7,1.49,0,2026-05-08,,
