date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-12-31,SAS,NYK,0.67,0.8095238095238095,0.75,1.77,32.75,0.4253246753246755,0.1,103.16205000000001,33.785571375,1.3333333333333333,32.750000000000014
