home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
MIA,WAS,0.2918787906171983,1.05,12.0,0,2026-04-04,,
DEN,SAS,0.5839252306502424,2.2,1.7,0,2026-04-04,,
PHI,DET,0.5761953124307025,2.24,1.68,0,2026-04-04,,
