date,home_team,away_team,home_win_rate,prob_iso,prob_used,odds_1,odds_1,EV_€_per_100,kelly_full,kelly_fraction_used,stake_eur,exp_profit_eur,fair_odds,edge_pct
2025-12-13,ORL,NYK,0.82,0.5652173913043478,0.5652173913043478,2.64,2.64,49.21739130434782,0.30010604453870615,0.1,103.16205000000001,50.77366982608696,1.7692307692307694,49.217391304347814
2025-12-13,OKC,SAS,1.0,0.8727272727272727,0.75,1.19,1.19,-10.750000000000004,-0.5657894736842108,0.0,0.0,-0.0,1.3333333333333333,-10.750000000000004
