home_team,away_team,home_team_prob,odds 1,odds 2,result,date,prob_live_safe,prob_used
ORL,DET,0.7186509591195569,2.3,1.65,0,2026-04-27,,
PHX,OKC,,,,0,2026-04-27,,
DEN,MIN,0.5430867625928206,1.2,4.8,0,2026-04-27,,
