home_team,away_team,home_team_prob,result,odds 1,odds 2,date
GSW,PHO,0.4112383128392193,0,1.27,3.95,2025-11-04
ATL,ORL,0.627290457691003,0,2.36,1.62,2025-11-04
TOR,MIL,0.3763346029195882,0,1.65,2.3,2025-11-04
NOP,CHO,0.23965261368595456,0,1.56,2.5,2025-11-04
CHI,PHI,0.5682051530470617,0,1.87,1.95,2025-11-04
LAC,OKC,0.5003990163314265,0,3.4,1.34,2025-11-04
