n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
21,1642.0,0.7819047619047619,0.5,1.6,3.0,0.65
21,1642.0,0.7819047619047619,0.5,1.6,3.0,0.7
20,1452.0,0.726,0.55,1.6,3.0,0.65
20,1452.0,0.726,0.55,1.6,3.0,0.7
19,1365.0,0.718421052631579,0.6,1.6,3.0,0.65
19,1365.0,0.718421052631579,0.6,1.6,3.0,0.7
19,1292.0,0.68,0.5,1.6,2.5,0.65
19,1292.0,0.68,0.5,1.6,2.5,0.7
19,1292.0,0.68,0.55,1.6,2.5,0.65
19,1292.0,0.68,0.55,1.6,2.5,0.7
18,1205.0,0.6694444444444444,0.6,1.6,2.5,0.65
18,1205.0,0.6694444444444444,0.6,1.6,2.5,0.7
17,1122.0,0.66,0.65,1.6,3.0,0.55
17,1122.0,0.66,0.65,1.6,3.0,0.6
26,1697.0,0.6526923076923077,0.55,1.6,3.0,0.55
26,1697.0,0.6526923076923077,0.55,1.6,3.0,0.6
29,1889.0,0.6513793103448275,0.5,1.6,3.0,0.55
29,1889.0,0.6513793103448275,0.5,1.6,3.0,0.6
13,842.0,0.6476923076923077,0.65,1.6,3.0,0.65
13,842.0,0.6476923076923077,0.65,1.6,3.0,0.7
25,1610.0,0.644,0.6,1.6,3.0,0.55
25,1610.0,0.644,0.6,1.6,3.0,0.6
25,1537.0,0.6148,0.55,1.6,2.5,0.55
25,1537.0,0.6148,0.55,1.6,2.5,0.6
24,1450.0,0.6041666666666666,0.6,1.6,2.5,0.55
24,1450.0,0.6041666666666666,0.6,1.6,2.5,0.6
16,962.0,0.60125,0.65,1.6,2.5,0.55
16,962.0,0.60125,0.65,1.6,2.5,0.6
27,1539.0,0.57,0.5,1.6,2.5,0.55
27,1539.0,0.57,0.5,1.6,2.5,0.6
12,682.0,0.5683333333333334,0.65,1.6,2.5,0.65
12,682.0,0.5683333333333334,0.65,1.6,2.5,0.7
33,1767.0,0.5354545454545454,0.5,1.4,3.0,0.7
35,1861.0,0.5317142857142857,0.5,1.4,3.0,0.65
8,412.0,0.515,0.65,1.6,2.1,0.65
8,412.0,0.515,0.65,1.6,2.1,0.7
31,1526.0,0.492258064516129,0.55,1.4,3.0,0.7
33,1620.0,0.4909090909090909,0.55,1.4,3.0,0.65
30,1439.0,0.4796666666666667,0.6,1.4,3.0,0.7
32,1533.0,0.4790625,0.6,1.4,3.0,0.65
33,1511.0,0.4578787878787879,0.5,1.4,2.5,0.65
46,2106.0,0.4578260869565217,0.5,1.4,3.0,0.55
46,2106.0,0.4578260869565217,0.5,1.4,3.0,0.6
31,1417.0,0.4570967741935484,0.5,1.4,2.5,0.7
32,1460.0,0.45625,0.55,1.4,2.5,0.65
30,1366.0,0.4553333333333333,0.55,1.4,2.5,0.7
31,1373.0,0.44290322580645164,0.6,1.4,2.5,0.65
7,310.0,0.44285714285714284,0.65,1.6,2.0,0.65
7,310.0,0.44285714285714284,0.65,1.6,2.0,0.7
41,1811.0,0.44170731707317074,0.55,1.4,3.0,0.55
41,1811.0,0.44170731707317074,0.55,1.4,3.0,0.6
29,1279.0,0.44103448275862067,0.6,1.4,2.5,0.7
53,2295.0,0.4330188679245283,0.5,1.25,3.0,0.65
51,2201.0,0.4315686274509804,0.5,1.25,3.0,0.7
40,1724.0,0.431,0.6,1.4,3.0,0.55
40,1724.0,0.431,0.6,1.4,3.0,0.6
11,473.0,0.43,0.5,1.6,2.1,0.65
11,473.0,0.43,0.5,1.6,2.1,0.7
11,473.0,0.43,0.55,1.6,2.1,0.65
11,473.0,0.43,0.55,1.6,2.1,0.7
10,417.0,0.417,0.65,1.6,2.1,0.55
10,417.0,0.417,0.65,1.6,2.1,0.6
40,1651.0,0.41275,0.55,1.4,2.5,0.55
40,1651.0,0.41275,0.55,1.4,2.5,0.6
51,2054.0,0.4027450980392157,0.55,1.25,3.0,0.65
39,1564.0,0.40102564102564103,0.6,1.4,2.5,0.55
39,1564.0,0.40102564102564103,0.6,1.4,2.5,0.6
49,1960.0,0.4,0.55,1.25,3.0,0.7
44,1756.0,0.3990909090909091,0.5,1.4,2.5,0.55
44,1756.0,0.3990909090909091,0.5,1.4,2.5,0.6
50,1967.0,0.3934,0.6,1.25,3.0,0.65
67,2635.0,0.3932835820895522,0.5,1.25,3.0,0.55
67,2635.0,0.3932835820895522,0.5,1.25,3.0,0.6
48,1873.0,0.3902083333333333,0.6,1.25,3.0,0.7
10,386.0,0.386,0.6,1.6,2.1,0.65
10,386.0,0.386,0.6,1.6,2.1,0.7
51,1945.0,0.3813725490196078,0.5,1.25,2.5,0.65
50,1894.0,0.3788,0.55,1.25,2.5,0.65
49,1851.0,0.3777551020408163,0.5,1.25,2.5,0.7
62,2340.0,0.3774193548387097,0.55,1.25,3.0,0.55
62,2340.0,0.3774193548387097,0.55,1.25,3.0,0.6
24,902.0,0.37583333333333335,0.65,1.4,3.0,0.65
48,1800.0,0.375,0.55,1.25,2.5,0.7
23,862.0,0.37478260869565216,0.65,1.4,3.0,0.7
29,1082.0,0.37310344827586206,0.65,1.4,3.0,0.55
29,1082.0,0.37310344827586206,0.65,1.4,3.0,0.6
10,371.0,0.371,0.5,1.6,2.0,0.65
10,371.0,0.371,0.5,1.6,2.0,0.7
10,371.0,0.371,0.55,1.6,2.0,0.65
10,371.0,0.371,0.55,1.6,2.0,0.7
61,2253.0,0.369344262295082,0.6,1.25,3.0,0.55
61,2253.0,0.369344262295082,0.6,1.25,3.0,0.6
49,1807.0,0.3687755102040816,0.6,1.25,2.5,0.65
47,1713.0,0.36446808510638296,0.6,1.25,2.5,0.7
61,2180.0,0.35737704918032787,0.55,1.25,2.5,0.55
61,2180.0,0.35737704918032787,0.55,1.25,2.5,0.6
65,2285.0,0.3515384615384615,0.5,1.25,2.5,0.55
65,2285.0,0.3515384615384615,0.5,1.25,2.5,0.6
60,2093.0,0.34883333333333333,0.6,1.25,2.5,0.55
60,2093.0,0.34883333333333333,0.6,1.25,2.5,0.6
16,545.0,0.340625,0.5,1.6,2.1,0.55
16,545.0,0.340625,0.5,1.6,2.1,0.6
28,922.0,0.3292857142857143,0.65,1.4,2.5,0.55
28,922.0,0.3292857142857143,0.65,1.4,2.5,0.6
46,1490.0,0.3239130434782609,0.65,1.25,3.0,0.55
46,1490.0,0.3239130434782609,0.65,1.25,3.0,0.6
23,742.0,0.3226086956521739,0.65,1.4,2.5,0.65
38,1215.0,0.31973684210526315,0.65,1.25,3.0,0.65
22,702.0,0.3190909090909091,0.65,1.4,2.5,0.7
37,1175.0,0.31756756756756754,0.65,1.25,3.0,0.7
9,284.0,0.31555555555555553,0.6,1.6,2.0,0.65
9,284.0,0.31555555555555553,0.6,1.6,2.0,0.7
82,2555.0,0.31158536585365854,0.5,1.1,3.0,0.65
80,2461.0,0.307625,0.5,1.1,3.0,0.7
45,1330.0,0.29555555555555557,0.65,1.25,2.5,0.55
45,1330.0,0.29555555555555557,0.65,1.25,2.5,0.6
15,443.0,0.29533333333333334,0.55,1.6,2.1,0.55
15,443.0,0.29533333333333334,0.55,1.6,2.1,0.6
80,2314.0,0.28925,0.55,1.1,3.0,0.65
99,2832.0,0.28606060606060607,0.5,1.1,3.0,0.55
99,2832.0,0.28606060606060607,0.5,1.1,3.0,0.6
37,1055.0,0.2851351351351351,0.65,1.25,2.5,0.65
78,2220.0,0.2846153846153846,0.55,1.1,3.0,0.7
36,1015.0,0.28194444444444444,0.65,1.25,2.5,0.7
79,2227.0,0.28189873417721517,0.6,1.1,3.0,0.65
77,2133.0,0.277012987012987,0.6,1.1,3.0,0.7
25,692.0,0.2768,0.5,1.4,2.1,0.65
80,2205.0,0.275625,0.5,1.1,2.5,0.65
69,1889.0,0.273768115942029,0.65,1.1,3.0,0.55
69,1889.0,0.273768115942029,0.65,1.1,3.0,0.6
79,2154.0,0.2726582278481013,0.55,1.1,2.5,0.65
78,2111.0,0.27064102564102566,0.5,1.1,2.5,0.7
94,2537.0,0.2698936170212766,0.55,1.1,3.0,0.55
94,2537.0,0.2698936170212766,0.55,1.1,3.0,0.6
77,2060.0,0.2675324675324675,0.55,1.1,2.5,0.7
59,1577.0,0.26728813559322034,0.65,1.1,3.0,0.65
24,641.0,0.26708333333333334,0.55,1.4,2.1,0.65
78,2067.0,0.265,0.6,1.1,2.5,0.65
58,1537.0,0.265,0.65,1.1,3.0,0.7
93,2450.0,0.26344086021505375,0.6,1.1,3.0,0.55
93,2450.0,0.26344086021505375,0.6,1.1,3.0,0.6
8,210.0,0.2625,0.65,1.6,2.0,0.55
8,210.0,0.2625,0.65,1.6,2.0,0.6
43,1126.0,0.2618604651162791,0.5,1.25,2.1,0.65
23,598.0,0.26,0.5,1.4,2.1,0.7
76,1973.0,0.25960526315789473,0.6,1.1,2.5,0.7
42,1075.0,0.25595238095238093,0.55,1.25,2.1,0.65
97,2482.0,0.25587628865979384,0.5,1.1,2.5,0.55
97,2482.0,0.25587628865979384,0.5,1.1,2.5,0.6
93,2377.0,0.2555913978494624,0.55,1.1,2.5,0.55
93,2377.0,0.2555913978494624,0.55,1.1,2.5,0.6
14,355.99999999999994,0.2542857142857142,0.6,1.6,2.1,0.55
14,355.99999999999994,0.2542857142857142,0.6,1.6,2.1,0.6
68,1729.0,0.25426470588235295,0.65,1.1,2.5,0.55
68,1729.0,0.25426470588235295,0.65,1.1,2.5,0.6
41,1032.0,0.25170731707317073,0.5,1.25,2.1,0.7
92,2290.0,0.24891304347826088,0.6,1.1,2.5,0.55
92,2290.0,0.24891304347826088,0.6,1.1,2.5,0.6
22,547.0,0.24863636363636363,0.55,1.4,2.1,0.7
19,472.0,0.24842105263157896,0.65,1.4,2.1,0.65
