n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
17,739.0,0.43470588235294116,0.6,1.6,2.5,0.7
17,739.0,0.43470588235294116,0.6,1.6,3.0,0.7
17,739.0,0.43470588235294116,0.65,1.6,2.5,0.7
17,739.0,0.43470588235294116,0.65,1.6,3.0,0.7
19,759.0,0.3994736842105263,0.55,1.6,2.5,0.7
19,759.0,0.3994736842105263,0.55,1.6,3.0,0.7
27,1039.0,0.38481481481481483,0.55,1.6,3.0,0.55
25,954.0,0.3816,0.55,1.6,2.5,0.55
23,818.0,0.3556521739130435,0.6,1.6,3.0,0.55
23,818.0,0.3556521739130435,0.65,1.6,3.0,0.55
18,639.0,0.355,0.6,1.6,2.5,0.6
18,639.0,0.355,0.6,1.6,2.5,0.65
18,639.0,0.355,0.6,1.6,3.0,0.6
18,639.0,0.355,0.6,1.6,3.0,0.65
18,639.0,0.355,0.65,1.6,2.5,0.6
18,639.0,0.355,0.65,1.6,2.5,0.65
18,639.0,0.355,0.65,1.6,3.0,0.6
18,639.0,0.355,0.65,1.6,3.0,0.65
21,733.0,0.34904761904761905,0.6,1.6,2.5,0.55
21,733.0,0.34904761904761905,0.65,1.6,2.5,0.55
13,434.0,0.33384615384615385,0.6,1.6,2.1,0.6
13,434.0,0.33384615384615385,0.6,1.6,2.1,0.65
13,434.0,0.33384615384615385,0.6,1.6,2.1,0.7
13,434.0,0.33384615384615385,0.65,1.6,2.1,0.6
13,434.0,0.33384615384615385,0.65,1.6,2.1,0.65
13,434.0,0.33384615384615385,0.65,1.6,2.1,0.7
26,864.0,0.3323076923076923,0.65,1.4,2.5,0.7
26,864.0,0.3323076923076923,0.65,1.4,3.0,0.7
16,528.0,0.33,0.6,1.6,2.1,0.55
16,528.0,0.33,0.65,1.6,2.1,0.55
20,659.0,0.3295,0.55,1.6,2.5,0.6
20,659.0,0.3295,0.55,1.6,2.5,0.65
20,659.0,0.3295,0.55,1.6,3.0,0.6
20,659.0,0.3295,0.55,1.6,3.0,0.65
22,650.0,0.29545454545454547,0.5,1.6,2.5,0.7
22,650.0,0.29545454545454547,0.5,1.6,3.0,0.7
38,1090.0,0.2868421052631579,0.65,1.4,3.0,0.55
27,764.0,0.28296296296296297,0.65,1.4,2.5,0.6
27,764.0,0.28296296296296297,0.65,1.4,2.5,0.65
27,764.0,0.28296296296296297,0.65,1.4,3.0,0.6
27,764.0,0.28296296296296297,0.65,1.4,3.0,0.65
36,1005.0,0.2791666666666667,0.65,1.4,2.5,0.55
12,332.0,0.27666666666666667,0.6,1.6,2.0,0.6
12,332.0,0.27666666666666667,0.6,1.6,2.0,0.65
12,332.0,0.27666666666666667,0.6,1.6,2.0,0.7
12,332.0,0.27666666666666667,0.65,1.6,2.0,0.6
12,332.0,0.27666666666666667,0.65,1.6,2.0,0.65
12,332.0,0.27666666666666667,0.65,1.6,2.0,0.7
18,493.0,0.2738888888888889,0.55,1.6,2.1,0.55
41,1084.0000000000002,0.2643902439024391,0.65,1.25,2.5,0.7
41,1084.0000000000002,0.2643902439024391,0.65,1.25,3.0,0.7
31,800.0,0.25806451612903225,0.65,1.4,2.1,0.55
22,559.0,0.2540909090909091,0.65,1.4,2.1,0.6
22,559.0,0.2540909090909091,0.65,1.4,2.1,0.65
22,559.0,0.2540909090909091,0.65,1.4,2.1,0.7
45,1086.0,0.24133333333333334,0.65,1.25,2.5,0.6
45,1086.0,0.24133333333333334,0.65,1.25,2.5,0.65
45,1086.0,0.24133333333333334,0.65,1.25,3.0,0.6
45,1086.0,0.24133333333333334,0.65,1.25,3.0,0.65
49,1182.0,0.24122448979591837,0.55,1.4,3.0,0.55
23,550.0000000000001,0.23913043478260876,0.5,1.6,2.5,0.6
23,550.0000000000001,0.23913043478260876,0.5,1.6,2.5,0.65
23,550.0000000000001,0.23913043478260876,0.5,1.6,3.0,0.6
23,550.0000000000001,0.23913043478260876,0.5,1.6,3.0,0.65
14,334.0,0.23857142857142857,0.55,1.6,2.1,0.6
14,334.0,0.23857142857142857,0.55,1.6,2.1,0.65
14,334.0,0.23857142857142857,0.55,1.6,2.1,0.7
47,1097.0,0.23340425531914893,0.55,1.4,2.5,0.55
59,1377.0,0.2333898305084746,0.65,1.25,3.0,0.55
14,321.0,0.2292857142857143,0.6,1.6,2.0,0.55
14,321.0,0.2292857142857143,0.65,1.6,2.0,0.55
32,730.0,0.228125,0.5,1.6,3.0,0.55
57,1292.0,0.22666666666666666,0.65,1.25,2.5,0.55
40,881.0,0.22025,0.65,1.25,2.1,0.6
40,881.0,0.22025,0.65,1.25,2.1,0.65
21,457.0,0.21761904761904763,0.65,1.4,2.0,0.6
21,457.0,0.21761904761904763,0.65,1.4,2.0,0.65
21,457.0,0.21761904761904763,0.65,1.4,2.0,0.7
30,645.0,0.215,0.5,1.6,2.5,0.55
37,779.0,0.21054054054054053,0.65,1.25,2.1,0.7
34,715.0000000000001,0.21029411764705885,0.55,1.4,2.5,0.7
34,715.0000000000001,0.21029411764705885,0.55,1.4,3.0,0.7
31,649.0,0.20935483870967742,0.6,1.4,2.5,0.7
31,649.0,0.20935483870967742,0.6,1.4,3.0,0.7
