n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
6,437.0,0.7283333333333334,0.65,1.6,2.1,0.7
5,335.0,0.67,0.65,1.6,2.0,0.7
9,575.0000000000001,0.6388888888888891,0.65,1.6,2.5,0.7
9,575.0000000000001,0.6388888888888891,0.65,1.6,3.0,0.7
11,658.0,0.5981818181818181,0.65,1.6,2.1,0.55
12,704.0,0.5866666666666667,0.6,1.6,2.5,0.7
12,704.0,0.5866666666666667,0.6,1.6,3.0,0.7
18,1051.0,0.5838888888888889,0.6,1.6,2.5,0.65
18,1051.0,0.5838888888888889,0.6,1.6,3.0,0.65
22,1281.0,0.5822727272727273,0.6,1.6,2.5,0.55
13,747.0000000000001,0.5746153846153847,0.65,1.6,2.5,0.65
13,747.0000000000001,0.5746153846153847,0.65,1.6,3.0,0.65
15,826.0,0.5506666666666666,0.6,1.6,2.1,0.55
8,430.0,0.5375,0.6,1.6,2.1,0.7
16,841.0,0.525625,0.65,1.6,2.5,0.55
16,841.0,0.525625,0.65,1.6,3.0,0.55
9,464.0,0.5155555555555555,0.65,1.6,2.1,0.6
9,464.0,0.5155555555555555,0.65,1.6,2.1,0.65
23,1181.0,0.5134782608695653,0.6,1.6,3.0,0.55
9,451.0,0.5011111111111111,0.65,1.6,2.0,0.55
19,951.0,0.5005263157894737,0.6,1.6,2.5,0.6
19,951.0,0.5005263157894737,0.6,1.6,3.0,0.6
13,632.0,0.48615384615384616,0.6,1.6,2.1,0.6
13,632.0,0.48615384615384616,0.6,1.6,2.1,0.65
13,619.0,0.47615384615384615,0.6,1.6,2.0,0.55
7,328.0,0.4685714285714286,0.6,1.6,2.0,0.7
14,647.0,0.46214285714285713,0.65,1.6,2.5,0.6
14,647.0,0.46214285714285713,0.65,1.6,3.0,0.6
8,362.0,0.4525,0.65,1.6,2.0,0.6
8,362.0,0.4525,0.65,1.6,2.0,0.65
12,530.0,0.44166666666666665,0.6,1.6,2.0,0.6
12,530.0,0.44166666666666665,0.6,1.6,2.0,0.65
28,1143.0,0.4082142857142857,0.55,1.6,3.0,0.55
26,1058.0,0.40692307692307694,0.55,1.6,2.5,0.55
18,703.0,0.39055555555555554,0.55,1.6,2.1,0.55
17,644.0,0.3788235294117647,0.6,1.4,2.5,0.7
17,644.0,0.3788235294117647,0.6,1.4,3.0,0.7
25,942.0,0.3768,0.6,1.4,2.5,0.65
25,942.0,0.3768,0.6,1.4,3.0,0.65
22,828.0,0.37636363636363634,0.55,1.6,2.5,0.65
22,828.0,0.37636363636363634,0.55,1.6,3.0,0.65
34,1270.0,0.3735294117647059,0.6,1.4,2.5,0.55
23,831.0,0.36130434782608695,0.6,1.25,2.5,0.7
23,831.0,0.36130434782608695,0.6,1.25,3.0,0.7
13,469.0,0.3607692307692308,0.65,1.4,2.5,0.7
13,469.0,0.3607692307692308,0.65,1.4,3.0,0.7
18,628.0,0.3488888888888889,0.65,1.25,2.5,0.7
18,628.0,0.3488888888888889,0.65,1.25,3.0,0.7
26,884.0,0.34,0.65,1.4,2.5,0.55
26,884.0,0.34,0.65,1.4,3.0,0.55
35,1170.0,0.3342857142857143,0.6,1.4,3.0,0.55
21,701.0,0.33380952380952383,0.65,1.4,2.1,0.55
10,331.0,0.331,0.65,1.4,2.1,0.7
15,490.0,0.32666666666666666,0.65,1.25,2.1,0.7
26,842.0,0.32384615384615384,0.6,1.4,2.5,0.6
26,842.0,0.32384615384615384,0.6,1.4,3.0,0.6
16,509.0,0.318125,0.55,1.6,2.1,0.6
16,509.0,0.318125,0.55,1.6,2.1,0.65
23,728.0,0.3165217391304348,0.55,1.6,2.5,0.6
23,728.0,0.3165217391304348,0.55,1.6,3.0,0.6
19,592.0,0.31157894736842107,0.65,1.4,2.5,0.65
19,592.0,0.31157894736842107,0.65,1.4,3.0,0.65
16,496.0,0.31,0.55,1.6,2.0,0.55
27,815.0,0.30185185185185187,0.6,1.4,2.1,0.55
16,481.0,0.300625,0.55,1.6,2.5,0.7
16,481.0,0.300625,0.55,1.6,3.0,0.7
19,557.0,0.2931578947368421,0.6,1.25,2.1,0.7
40,1162.0000000000002,0.29050000000000004,0.6,1.25,2.5,0.65
40,1162.0000000000002,0.29050000000000004,0.6,1.25,3.0,0.65
28,809.0,0.2889285714285714,0.5,1.6,2.5,0.65
28,809.0,0.2889285714285714,0.5,1.6,3.0,0.65
13,370.0,0.2846153846153846,0.6,1.4,2.1,0.7
11,307.0,0.2790909090909091,0.55,1.6,2.1,0.7
14,388.0,0.27714285714285714,0.65,1.25,2.0,0.7
32,884.0000000000002,0.27625000000000005,0.65,1.25,2.5,0.65
32,884.0000000000002,0.27625000000000005,0.65,1.25,3.0,0.65
44,1214.0000000000002,0.27590909090909094,0.65,1.25,2.5,0.55
44,1214.0000000000002,0.27590909090909094,0.65,1.25,3.0,0.55
15,407.0,0.2713333333333333,0.55,1.6,2.0,0.6
15,407.0,0.2713333333333333,0.55,1.6,2.0,0.65
39,1031.0,0.2643589743589744,0.65,1.25,2.1,0.55
43,1135.0,0.26395348837209304,0.6,1.25,2.5,0.6
43,1135.0,0.26395348837209304,0.6,1.25,3.0,0.6
20,523.0,0.2615,0.6,1.4,2.1,0.6
20,523.0,0.2615,0.6,1.4,2.1,0.65
19,494.0,0.26,0.65,1.4,2.0,0.55
55,1428.0,0.2596363636363636,0.6,1.25,2.5,0.55
9,229.0,0.2544444444444444,0.65,1.4,2.0,0.7
18,455.0,0.25277777777777777,0.6,1.25,2.0,0.7
40,989.0,0.24725,0.5,1.6,3.0,0.55
20,492.0,0.246,0.65,1.4,2.5,0.6
20,492.0,0.246,0.65,1.4,3.0,0.6
35,857.0000000000001,0.24485714285714288,0.65,1.25,2.5,0.6
35,857.0000000000001,0.24485714285714288,0.65,1.25,3.0,0.6
25,608.0,0.2432,0.6,1.4,2.0,0.55
56,1328.0,0.23714285714285716,0.6,1.25,3.0,0.55
51,1199.0,0.23509803921568628,0.55,1.4,3.0,0.55
48,1123.0,0.23395833333333332,0.6,1.1,2.5,0.7
48,1123.0,0.23395833333333332,0.6,1.1,3.0,0.7
24,555.0,0.23125,0.55,1.4,2.5,0.7
24,555.0,0.23125,0.55,1.4,3.0,0.7
49,1114.0,0.2273469387755102,0.55,1.4,2.5,0.55
30,674.0,0.22466666666666665,0.65,1.25,2.1,0.6
12,268.0,0.22333333333333333,0.6,1.4,2.0,0.7
37,824.0,0.2227027027027027,0.65,1.25,2.0,0.55
70,1552.0,0.22171428571428572,0.6,1.1,2.5,0.65
70,1552.0,0.22171428571428572,0.6,1.1,3.0,0.65
