min_home_win_rate,min_odds,max_odds,min_iso_proba,n_bets,n_wins,win_rate,total_profit_flat,roi_flat_per_bet,total_profit_kelly,roi_kelly,brier_before,brier_after,logloss_before,logloss_after
0.5,1.25,1.9,0.7,26,19,0.7307692307692307,1.4000000000000004,0.05384615384615386,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.25,2.1,0.55,30,23,0.7666666666666667,4.01,0.13366666666666666,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.25,2.1,0.6,30,23,0.7666666666666667,4.01,0.13366666666666666,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.25,2.1,0.65,28,21,0.75,3.45,0.12321428571428572,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.25,2.1,0.7,28,21,0.75,3.45,0.12321428571428572,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.7,0.55,21,15,0.7142857142857143,0.7600000000000002,0.0361904761904762,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.7,0.6,21,15,0.7142857142857143,0.7600000000000002,0.0361904761904762,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.7,0.65,20,14,0.7,0.4500000000000002,0.02250000000000001,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.7,0.7,20,14,0.7,0.4500000000000002,0.02250000000000001,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.8,0.55,22,15,0.6818181818181818,-0.23999999999999977,-0.010909090909090898,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.8,0.6,22,15,0.6818181818181818,-0.23999999999999977,-0.010909090909090898,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.8,0.65,21,14,0.6666666666666666,-0.5499999999999998,-0.02619047619047618,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.8,0.7,21,14,0.6666666666666666,-0.5499999999999998,-0.02619047619047618,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.9,0.55,23,16,0.6956521739130435,0.6300000000000003,0.027391304347826103,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.9,0.6,23,16,0.6956521739130435,0.6300000000000003,0.027391304347826103,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.9,0.65,22,15,0.6818181818181818,0.3200000000000003,0.014545454545454558,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,1.9,0.7,22,15,0.6818181818181818,0.3200000000000003,0.014545454545454558,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,2.1,0.55,25,18,0.72,2.68,0.1072,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,2.1,0.6,25,18,0.72,2.68,0.1072,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,2.1,0.65,24,17,0.7083333333333334,2.37,0.09875,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.3,2.1,0.7,24,17,0.7083333333333334,2.37,0.09875,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.7,0.55,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.7,0.6,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.7,0.65,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.7,0.7,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.8,0.55,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.8,0.6,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.8,0.65,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.8,0.7,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.9,0.55,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.9,0.6,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.9,0.65,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,1.9,0.7,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,2.1,0.55,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,2.1,0.6,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,2.1,0.65,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.5,1.35,2.1,0.7,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.7,0.55,29,22,0.7586206896551724,1.53,0.05275862068965517,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.7,0.6,29,22,0.7586206896551724,1.53,0.05275862068965517,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.7,0.65,26,19,0.7307692307692307,0.7500000000000002,0.028846153846153855,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.7,0.7,26,19,0.7307692307692307,0.7500000000000002,0.028846153846153855,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.8,0.55,30,22,0.7333333333333333,0.53,0.017666666666666667,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.8,0.6,30,22,0.7333333333333333,0.53,0.017666666666666667,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.8,0.65,27,19,0.7037037037037037,-0.24999999999999978,-0.009259259259259252,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.8,0.7,27,19,0.7037037037037037,-0.24999999999999978,-0.009259259259259252,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.9,0.55,31,23,0.7419354838709677,1.4000000000000001,0.04516129032258065,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.9,0.6,31,23,0.7419354838709677,1.4000000000000001,0.04516129032258065,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.9,0.65,28,20,0.7142857142857143,0.6200000000000003,0.022142857142857155,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,1.9,0.7,28,20,0.7142857142857143,0.6200000000000003,0.022142857142857155,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,2.1,0.55,33,25,0.7575757575757576,3.45,0.10454545454545455,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,2.1,0.6,33,25,0.7575757575757576,3.45,0.10454545454545455,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,2.1,0.65,30,22,0.7333333333333333,2.67,0.089,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.2,2.1,0.7,30,22,0.7333333333333333,2.67,0.089,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.7,0.55,26,20,0.7692307692307693,2.0900000000000003,0.0803846153846154,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.7,0.6,26,20,0.7692307692307693,2.0900000000000003,0.0803846153846154,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.7,0.65,24,18,0.75,1.5300000000000002,0.06375000000000001,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.7,0.7,24,18,0.75,1.5300000000000002,0.06375000000000001,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.8,0.55,27,20,0.7407407407407407,1.0900000000000003,0.04037037037037038,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.8,0.6,27,20,0.7407407407407407,1.0900000000000003,0.04037037037037038,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.8,0.65,25,18,0.72,0.5300000000000002,0.02120000000000001,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.8,0.7,25,18,0.72,0.5300000000000002,0.02120000000000001,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.9,0.55,28,21,0.75,1.9600000000000004,0.07000000000000002,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.9,0.6,28,21,0.75,1.9600000000000004,0.07000000000000002,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.9,0.65,26,19,0.7307692307692307,1.4000000000000004,0.05384615384615386,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,1.9,0.7,26,19,0.7307692307692307,1.4000000000000004,0.05384615384615386,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,2.1,0.55,30,23,0.7666666666666667,4.01,0.13366666666666666,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,2.1,0.6,30,23,0.7666666666666667,4.01,0.13366666666666666,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,2.1,0.65,28,21,0.75,3.45,0.12321428571428572,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.25,2.1,0.7,28,21,0.75,3.45,0.12321428571428572,261.42333986774815,0.26142333986774813,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.7,0.55,21,15,0.7142857142857143,0.7600000000000002,0.0361904761904762,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.7,0.6,21,15,0.7142857142857143,0.7600000000000002,0.0361904761904762,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.7,0.65,20,14,0.7,0.4500000000000002,0.02250000000000001,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.7,0.7,20,14,0.7,0.4500000000000002,0.02250000000000001,-44.307543127852114,-0.044307543127852116,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.8,0.55,22,15,0.6818181818181818,-0.23999999999999977,-0.010909090909090898,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.8,0.6,22,15,0.6818181818181818,-0.23999999999999977,-0.010909090909090898,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.8,0.65,21,14,0.6666666666666666,-0.5499999999999998,-0.02619047619047618,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.8,0.7,21,14,0.6666666666666666,-0.5499999999999998,-0.02619047619047618,-139.87678881506702,-0.13987678881506702,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.9,0.55,23,16,0.6956521739130435,0.6300000000000003,0.027391304347826103,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.9,0.6,23,16,0.6956521739130435,0.6300000000000003,0.027391304347826103,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.9,0.65,22,15,0.6818181818181818,0.3200000000000003,0.014545454545454558,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,1.9,0.7,22,15,0.6818181818181818,0.3200000000000003,0.014545454545454558,-65.0460694419778,-0.0650460694419778,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,2.1,0.55,25,18,0.72,2.68,0.1072,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,2.1,0.6,25,18,0.72,2.68,0.1072,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,2.1,0.65,24,17,0.7083333333333334,2.37,0.09875,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.3,2.1,0.7,24,17,0.7083333333333334,2.37,0.09875,136.43650259327592,0.13643650259327592,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.7,0.55,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.7,0.6,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.7,0.65,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.7,0.7,17,11,0.6470588235294118,-0.5499999999999998,-0.03235294117647058,-95.70621088020744,-0.09570621088020743,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.8,0.55,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.8,0.6,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.8,0.65,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.8,0.7,18,11,0.6111111111111112,-1.55,-0.08611111111111111,-186.1355897921867,-0.1861355897921867,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.9,0.55,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.9,0.6,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.9,0.65,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,1.9,0.7,19,12,0.631578947368421,-0.6800000000000002,-0.03578947368421054,-115.32938610410667,-0.11532938610410667,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,2.1,0.55,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,2.1,0.6,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,2.1,0.65,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.55,1.35,2.1,0.7,21,14,0.6666666666666666,1.37,0.06523809523809525,75.31713119045844,0.07531713119045844,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.7,0.55,29,22,0.7586206896551724,1.53,0.05275862068965517,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.7,0.6,29,22,0.7586206896551724,1.53,0.05275862068965517,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.7,0.65,26,19,0.7307692307692307,0.7500000000000002,0.028846153846153855,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.7,0.7,26,19,0.7307692307692307,0.7500000000000002,0.028846153846153855,60.80081736474426,0.06080081736474426,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.8,0.55,30,22,0.7333333333333333,0.53,0.017666666666666667,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.8,0.6,30,22,0.7333333333333333,0.53,0.017666666666666667,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.8,0.65,27,19,0.7037037037037037,-0.24999999999999978,-0.009259259259259252,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.8,0.7,27,19,0.7037037037037037,-0.24999999999999978,-0.009259259259259252,-45.27926437172994,-0.04527926437172994,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.9,0.55,31,23,0.7419354838709677,1.4000000000000001,0.04516129032258065,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.9,0.6,31,23,0.7419354838709677,1.4000000000000001,0.04516129032258065,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.9,0.65,28,20,0.7142857142857143,0.6200000000000003,0.022142857142857155,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
0.6,1.2,1.9,0.7,28,20,0.7142857142857143,0.6200000000000003,0.022142857142857155,37.781439627928876,0.037781439627928876,0.22984305947801237,0.21066267577542802,0.6511221687767501,0.6039143088580547
