n_bets,total_profit,roi_per_bet,min_home_win_rate,min_odds,max_odds,min_iso_proba
20,959.0,0.4795,0.65,1.4,2.5,0.65
16,761.0,0.475625,0.65,1.6,2.5,0.65
25,1158.0,0.4632,0.55,1.6,2.5,0.65
25,1158.0,0.4632,0.6,1.6,2.5,0.65
21,859.0,0.40904761904761905,0.65,1.4,3.0,0.65
26,1058.0,0.40692307692307694,0.55,1.6,3.0,0.65
26,1058.0,0.40692307692307694,0.6,1.6,3.0,0.65
5,196.0,0.392,0.65,1.4,2.1,0.7
17,661.0,0.3888235294117647,0.65,1.6,3.0,0.65
36,1369.0,0.38027777777777777,0.55,1.4,2.5,0.65
36,1369.0,0.38027777777777777,0.6,1.4,2.5,0.65
4,144.0,0.36,0.65,1.6,2.1,0.7
15,524.0,0.34933333333333333,0.65,1.4,2.1,0.65
29,998.0,0.34413793103448276,0.5,1.6,2.5,0.65
37,1269.0,0.34297297297297297,0.55,1.4,3.0,0.65
37,1269.0,0.34297297297297297,0.6,1.4,3.0,0.65
7,220.00000000000006,0.3142857142857144,0.65,1.4,2.5,0.7
19,587.0,0.30894736842105264,0.55,1.6,2.1,0.65
19,587.0,0.30894736842105264,0.6,1.6,2.1,0.65
14,422.0,0.30142857142857143,0.65,1.4,2.0,0.65
32,958.0,0.299375,0.5,1.6,3.0,0.65
11,326.0,0.2963636363636364,0.65,1.6,2.1,0.65
6,168.00000000000006,0.2800000000000001,0.65,1.6,2.5,0.7
42,1160.0,0.2761904761904762,0.5,1.4,2.5,0.65
18,485.0,0.26944444444444443,0.55,1.6,2.0,0.65
18,485.0,0.26944444444444443,0.6,1.6,2.0,0.65
30,798.0,0.266,0.55,1.4,2.1,0.65
30,798.0,0.266,0.6,1.4,2.1,0.65
47,1249.0,0.26574468085106384,0.55,1.6,3.0,0.55
47,1249.0,0.26574468085106384,0.55,1.6,3.0,0.6
47,1249.0,0.26574468085106384,0.6,1.6,3.0,0.55
47,1249.0,0.26574468085106384,0.6,1.6,3.0,0.6
45,1120.0,0.24888888888888888,0.5,1.4,3.0,0.65
29,696.0,0.24,0.55,1.4,2.0,0.65
29,696.0,0.24,0.6,1.4,2.0,0.65
4,94.00000000000001,0.23500000000000004,0.65,1.4,2.0,0.7
10,224.0,0.224,0.65,1.6,2.0,0.65
42,935.0,0.2226190476190476,0.55,1.6,2.5,0.55
42,935.0,0.2226190476190476,0.55,1.6,2.5,0.6
42,935.0,0.2226190476190476,0.6,1.6,2.5,0.55
42,935.0,0.2226190476190476,0.6,1.6,2.5,0.6
37,823.0,0.22243243243243244,0.65,1.25,2.5,0.65
75,1666.0,0.22213333333333332,0.55,1.4,3.0,0.55
75,1666.0,0.22213333333333332,0.55,1.4,3.0,0.6
75,1666.0,0.22213333333333332,0.6,1.4,3.0,0.55
75,1666.0,0.22213333333333332,0.6,1.4,3.0,0.6
59,1280.0,0.21694915254237288,0.55,1.25,2.5,0.65
59,1280.0,0.21694915254237288,0.6,1.25,2.5,0.65
35,725.0,0.20714285714285716,0.65,1.6,3.0,0.55
35,725.0,0.20714285714285716,0.65,1.6,3.0,0.6
63,1272.0,0.2019047619047619,0.5,1.6,3.0,0.55
63,1272.0,0.2019047619047619,0.5,1.6,3.0,0.6
60,1180.0,0.19666666666666666,0.55,1.25,3.0,0.65
60,1180.0,0.19666666666666666,0.6,1.25,3.0,0.65
70,1352.0,0.19314285714285714,0.55,1.4,2.5,0.55
70,1352.0,0.19314285714285714,0.55,1.4,2.5,0.6
70,1352.0,0.19314285714285714,0.6,1.4,2.5,0.55
70,1352.0,0.19314285714285714,0.6,1.4,2.5,0.6
38,723.0,0.19026315789473683,0.65,1.25,3.0,0.65
21,387.0,0.18428571428571427,0.5,1.6,2.1,0.65
47,862.0000000000001,0.18340425531914897,0.65,1.4,3.0,0.55
47,862.0000000000001,0.18340425531914897,0.65,1.4,3.0,0.6
55,998.0000000000002,0.1814545454545455,0.5,1.6,2.5,0.55
55,998.0000000000002,0.1814545454545455,0.5,1.6,2.5,0.6
9,160.0,0.17777777777777778,0.5,1.6,2.1,0.7
9,160.0,0.17777777777777778,0.55,1.6,2.1,0.7
9,160.0,0.17777777777777778,0.6,1.6,2.1,0.7
13,224.00000000000006,0.17230769230769236,0.5,1.6,2.5,0.7
95,1599.0,0.16831578947368422,0.5,1.4,3.0,0.55
